timestamp,memory_used_mb_cpu,memory_total_mb_cpu,utilization_pct_cpu
0.4480767250061035,2884,15514,18.589660951398738
0.5542144775390625,2973,15514,19.163336341369085
0.6148335933685303,3066,15514,19.76279489493361
0.7052912712097168,3130,15514,20.175325512440377
0.7624814510345459,2964,15514,19.105324223282196
0.8760552406311035,3022,15514,19.479180095397705
0.9365301132202148,3067,15514,19.769240685832152
0.9952001571655273,3131,15514,20.18177130333892
1.0590589046478271,3217,15514,20.73610932061364
1.1208784580230713,3372,15514,21.735206909887843
1.1947822570800781,3432,15514,22.121954363800437
1.2896311283111572,3490,15514,22.495810235915947
1.3737270832061768,3564,15514,22.972798762408146
1.4299986362457275,3645,15514,23.49490782519015
1.4873254299163818,3726,15514,24.017016887972154
1.5435245037078857,3803,15514,24.513342787159985
1.5975112915039062,3871,15514,24.951656568260923
1.6504032611846924,3940,15514,25.39641614026041
1.7039108276367188,4008,15514,25.834729921361347
1.7579083442687988,4088,15514,26.35039319324481
1.8127546310424805,4171,15514,26.8853938378239
1.8701140880584717,4246,15514,27.368828155214647
1.9231159687042236,4323,15514,27.865154054402474
1.9773797988891602,4406,15514,28.400154698981567
2.0325136184692383,4482,15514,28.890034807270855
2.086198568344116,4559,15514,29.38636070645868
2.1379148960113525,4639,15514,29.90202397834214
2.190844774246216,4720,15514,30.424133041124147
2.244727611541748,4795,15514,30.907567358514893
2.2981832027435303,4869,15514,31.384555885007092
2.3511803150177,4951,15514,31.91311073868764
2.406123161315918,5030,15514,32.42232821967255
2.4627418518066406,5112,15514,32.9508830733531
2.516343832015991,5191,15514,33.46010055433802
2.5708415508270264,5268,15514,33.95642645352584
2.6239585876464844,5344,15514,34.446306561815135
2.6766865253448486,5423,15514,34.95552404280005
2.731414318084717,5507,15514,35.49697047827768
2.787937641143799,5584,15514,35.99329637746552
2.8438682556152344,5663,15514,36.50251385845043
2.8980047702789307,5740,15514,36.998839757638265
2.951202154159546,5821,15514,37.520948820420266
3.0058553218841553,5903,15514,38.04950367410081
3.0595412254333496,5983,15514,38.565166945984274
3.1147027015686035,6062,15514,39.07438442696919
3.169281482696533,6143,15514,39.5964934897512
3.2246668338775635,6219,15514,40.08637359804048
3.285202980041504,6300,15514,40.60848266082248
3.339792251586914,6401,15514,41.25950754157535
3.3925187587738037,6453,15514,41.594688668299604
3.4477670192718506,6527,15514,42.0716771947918
3.5007808208465576,6605,15514,42.57444888487817
3.5539259910583496,6684,15514,43.083666365863095
3.6076853275299072,6769,15514,43.631558592239266
3.6632931232452393,6908,15514,44.52752352713678
3.7346324920654297,7029,15514,45.307464225860514
3.846388816833496,7127,15514,45.93915173391775
3.9195942878723145,7402,15514,47.71174423101714
3.9802799224853516,7706,15514,49.671264664174295
4.0397868156433105,7905,15514,50.9539770529844
4.105557680130005,8147,15514,52.51385845043187
4.169144868850708,8456,15514,54.50560783808174
4.229224681854248,8768,15514,56.51669459842723
4.290027379989624,9072,15514,58.476215031584374
4.350571393966675,9247,15514,59.604228438829445
4.419186353683472,9551,15514,61.56374887198659
4.484738111495972,9759,15514,62.90447337888359
4.550334692001343,9914,15514,63.903570968157794
4.6127002239227295,10077,15514,64.95423488462035
4.672585725784302,10236,15514,65.97911563748872
4.732522964477539,10403,15514,67.05556271754544
4.7932374477386475,10561,15514,68.07399767951527
4.852581739425659,10720,15514,69.09887843238364
4.911503076553345,10875,15514,70.09797602165786
4.970069169998169,11029,15514,71.09062782003352
5.028719663619995,11192,15514,72.14129173649607
5.08863091468811,11354,15514,73.18550986206007
5.147843599319458,11075,15514,71.38713420136651
5.2108495235443115,10669,15514,68.77014309655794
5.278210163116455,10277,15514,66.243393064329
5.348598480224609,10167,15514,65.53435606548923
5.412273406982422,10247,15514,66.0500193373727
5.470585823059082,10335,15514,66.61724893644451
5.584993124008179,10425,15514,67.1973701173134
5.647297620773315,10515,15514,67.7774912981823
5.705333948135376,10602,15514,68.33827510635555
5.763891220092773,10687,15514,68.88616733273173
5.821824073791504,10775,15514,69.45339693180354
5.884100914001465,10864,15514,70.02707232177389
5.947694301605225,10948,15514,70.56851875725152
6.0050599575042725,11039,15514,71.15508572901895
6.06251335144043,11137,15514,71.78677323707619
6.119454383850098,11222,15514,72.33466546345237
6.176046133041382,11313,15514,72.92123243521979
6.233392000198364,11395,15514,73.44978728890035
6.297815561294556,11477,15514,73.9783421425809
6.363338947296143,11560,15514,74.51334278715998
6.4282331466674805,11636,15514,75.00322289544927
6.494219779968262,11718,15514,75.53177774912982
6.562797546386719,11805,15514,76.09256155730309
6.628499507904053,11889,15514,76.63400799278072
6.692450523376465,11963,15514,77.11099651927292
