request_num,ttft,tpot,itl
1,0.22460508346557617,0.022884383072724213,0.02409846460497057
2,0.06552553176879883,0.02123126807036223,0.02171664237976074
3,0.03915739059448242,0.026903087039326513,0.027085214437440386
4,0.02959728240966797,0.03487785512750799,0.035057232596657495
5,0.03881382942199707,0.02293894789939703,0.02311947733856911
6,0.038930654525756836,0.023158167683800985,0.023339240495548693
7,0.035566091537475586,0.022522633574729743,0.022688057256299396
8,0.023144245147705078,0.02583060486372127,0.025938252515571063
9,0.02456212043762207,0.0389090615649556,0.039023303985595705
10,0.0220181941986084,0.02286963241044865,0.022972042616023574
11,0.056357622146606445,0.023115672621616096,0.023377801096716593
12,0.06970906257629395,0.02378335109976835,0.024107579297797624
13,0.09923005104064941,0.022354413187781044,0.022815948308900345
14,0.054781436920166016,0.036042672534321626,0.03629746991534566
15,0.03903698921203613,0.029497438253358352,0.029679005645042243
16,0.021817684173583984,0.02461881304896155,0.024720290649768918
17,0.05752277374267578,0.021116054975069486,0.025540883724506084
18,0.10817527770996094,0.02498448978770863,0.03481860594315962
19,0.04834771156311035,0.023309693225594456,0.023534566302632176
20,0.07945847511291504,0.023060612644709592,0.023624147929198352
21,0.07174110412597656,0.02400098068769588,0.024334660241770188
22,0.07666230201721191,0.028127887637116187,0.02848445648370787
23,0.03174614906311035,0.02239195468813874,0.02253961119540902
24,0.05615663528442383,0.023888920394467637,0.024679858919600367
25,0.05853533744812012,0.023345134424608806,0.023617391808088434
26,0.04754185676574707,0.02316416806952898,0.0233852929847185
27,0.05049920082092285,0.02515013938726381,0.025385019391082054
28,0.0270535945892334,0.025981430674708168,0.026107261347216228
29,0.057782888412475586,0.02316065610841263,0.023429413728935772
30,0.05986762046813965,0.023152895860893783,0.023431349909582802
31,0.05542778968811035,0.023057929859604948,0.0233157335325729
32,0.04427194595336914,0.052037416502486826,0.05224333253017692
33,0.6803755760192871,0.022815743158029957,0.02598028072091036
34,0.07480311393737793,0.02330343667850938,0.02365135813868323
35,0.05872845649719238,0.022989823097406433,0.02326297870902128
36,0.05232954025268555,0.022960445492766626,0.02320383870324423
37,0.04707932472229004,0.027237970884456193,0.02745694448781568
38,0.053017377853393555,0.02285898896150811,0.02310558141664017
39,0.04922652244567871,0.02286685455677121,0.023095815126285998
40,0.06951427459716797,0.022623696438101835,0.022947018645530524
41,0.047603607177734375,0.03951753350191338,0.03973894562832145
42,0.08818387985229492,0.026419803708098655,0.026829961288807005
43,0.07573175430297852,0.022722654564436093,0.023074895282124364
44,0.06842327117919922,0.02299546308295671,0.02331371085588322
45,0.056115150451660156,0.02243418249973031,0.022695183199505472
46,0.05996131896972656,0.026828976564629133,0.02710786642030228
47,0.04567265510559082,0.022945808809857037,0.02315823976383653
48,0.03650712966918945,0.02306866867597713,0.023238469279089638
49,0.05161476135253906,0.023128679186798805,0.023368747844252476
50,0.06271123886108398,0.026987680169038995,0.02727936034978822
