request_num,ttft,tpot,itl
1,0.03963470458984375,0.013294961452484131,0.013691308498382569
2,0.01814556121826172,0.013167884349822998,0.013349339962005616
3,0.01707005500793457,0.013168063163757324,0.01333876371383667
4,0.01683950424194336,0.013170931339263916,0.01333932638168335
5,0.019932270050048828,0.013177423477172852,0.01337674617767334
6,0.016947507858276367,0.013177447319030762,0.013346922397613526
7,0.01696467399597168,0.013175148963928223,0.013344795703887939
8,0.0169064998626709,0.013184874057769776,0.013353939056396485
9,0.017788410186767578,0.013181285858154297,0.013359169960021972
10,0.016877412796020508,0.013185937404632569,0.013354711532592774
