request_num,ttft,tpot,itl
1,1.5661187171936035,0.28433578968048095,0.299996976852417
2,162.6079421043396,0.28949121236801145,1.9155706334114075
3,155.6879062652588,0.2705194282531738,1.8273984909057617
4,156.89651012420654,0.2855313968658447,1.8544964981079102
5,354.5649425983429,0.2746336817741394,3.8202831077575685
6,275.5326888561249,0.27182822465896606,3.027155113220215
7,184.4716637134552,0.27318610429763795,2.11790274143219
8,151.6091287136078,0.27302337884902955,1.7891146659851074
9,136.75151824951172,0.27329418420791624,1.6408093667030335
10,219.94007778167725,0.26629278659820554,2.4656935644149782
