request_num,ttft,tpot,itl
1,0.020311355590820312,0.011883091372112894,0.011977562793465547
2,0.1374683380126953,0.00015473365783691406,0.13762307167053223
3,0.03736114501953125,0.013608176209205805,0.013781948976738508
4,0.013938188552856445,0.011306283640307049,0.011371112424273824
5,0.020423412322998047,0.013371939991795739,0.013466932607251545
6,0.03051018714904785,0.01386399601781091,0.014005903865015785
7,0.01880049705505371,0.011400631971137469,0.011488076143486556
8,0.013333320617675781,0.01361178908237191,0.013673804527105288
9,0.03835177421569824,0.018049256746159044,0.018227637091348337
10,0.022450685501098633,0.01858113643734954,0.018685558230377906
11,0.02641582489013672,0.01933775169904842,0.019460616000863008
12,0.023968935012817383,0.022686492565066316,0.02279797598373058
13,0.042769432067871094,0.03047370577967444,0.030672633370687794
14,0.04670906066894531,0.030659823084986486,0.030877074529958325
15,0.04326820373535156,0.031107258242230082,0.031308505701464276
16,0.0542759895324707,0.02987229214158169,0.030124738604523416
17,0.05079197883605957,0.02927590078777737,0.030686789088779025
18,0.31231093406677246,0.030671380286992983,0.032123989282652386
19,0.041893720626831055,0.031083448543105015,0.031278303057648414
20,0.24315690994262695,0.03048607582269713,0.0316170381945233
21,0.22070550918579102,0.029653453826904298,0.0737945556640625
22,0.08036279678344727,0.030428802135378817,0.030802582585534383
23,0.030029296875,0.03008786578511083,0.030227536933366644
24,0.11461448669433594,0.0279845091012808,0.03680100807776818
25,0.06189918518066406,0.030756088744762333,0.031043991931649143
26,0.05863618850708008,0.030565616696379905,0.03083834315455237
27,0.04314827919006348,0.030870497503945993,0.03107118717459745
28,0.03597569465637207,0.030778647578039834,0.030945976390395053
29,0.05705523490905762,0.029743319888447608,0.03000869307407113
30,0.08664608001708984,0.030493140775103903,0.030896145798439204
31,0.047216176986694336,0.030773233812908793,0.030992843938428303
32,0.048221588134765625,0.024705468776614167,0.024929755233054938
33,0.03317451477050781,0.03280537405679392,0.03295967412549396
34,0.0422673225402832,0.029765407474054765,0.030009727257524613
35,0.04182291030883789,0.03036075747290323,0.030555282637130383
36,0.0457613468170166,0.030886501231521524,0.03112862475965389
37,0.0645751953125,0.030564477831818336,0.03086482757745787
38,0.0675668716430664,0.030538100974504337,0.030852365493774413
39,0.042600393295288086,0.02937866223824991,0.029954343228726775
40,0.17010951042175293,0.029426962988717217,0.03428723471505302
41,0.0447390079498291,0.030202200246411702,0.030410288655480674
42,0.050760746002197266,0.030871765003647914,0.03110786149668139
43,0.04614090919494629,0.029619346965443005,0.03171666101975874
44,0.07299184799194336,0.030725591127262558,0.031065088094666946
45,0.0678713321685791,0.030274475452511808,0.030590156067249387
46,0.04499340057373047,0.03008336577304574,0.03029263740362123
47,0.039977073669433594,0.03050639795702557,0.030692337834557822
48,0.03264021873474121,0.03073170684104742,0.03088352181190668
49,0.043096065521240234,0.03090236464212107,0.031102811458498934
50,0.043839216232299805,0.03077437156854674,0.03097827489985976
