request_num,ttft,tpot,itl
1,1.5150277614593506,0.27217568397521974,0.2873259615898132
2,0.2847626209259033,0.27239997148513795,0.275247597694397
3,0.2764158248901367,0.27214807510375977,0.27491223335266113
4,0.276669979095459,0.27173433303833006,0.2745010328292847
5,0.271564245223999,0.274676194190979,0.277391836643219
6,0.27465033531188965,0.269881956577301,0.2726284599304199
7,0.27541613578796387,0.27157968759536744,0.2743338489532471
8,0.2754952907562256,0.26966960906982423,0.27242456197738646
9,0.2771327495574951,0.2710519003868103,0.2738232278823853
10,0.2760276794433594,0.26781368732452393,0.2705739641189575
