request_idx,time
1,3.60786
2,6.616482
3,6.216288
4,12.632631
5,19.643295
6,20.044052
7,20.345288
8,20.854975
9,21.356098
10,30.880584
11,30.681396
12,30.682973
13,30.990924
14,31.593767
15,31.305536
16,32.908873
17,32.005462
18,31.503134
19,31.193526
20,31.292583
21,31.491572
22,31.991486
23,32.792093
24,33.592603
25,33.090892
26,32.98926
27,32.987925
28,33.187728
29,33.480232
30,34.08045
31,1.603786
32,0.902154
33,3.308408
34,2.807264
35,2.506347
36,6.316302
37,10.527451
38,18.848989
39,28.172638
40,28.573292
41,28.974155
42,29.675388
43,29.274443
44,29.475187
45,29.575303
46,29.986634
47,30.486703
48,31.187279
49,31.086807
50,31.086195
51,31.185498
52,29.982131
53,30.481731
54,30.982022
55,31.582846
56,32.583771
57,33.484838
58,34.686509
59,36.389429
60,36.388208
61,8.019849
62,7.116763
63,6.115451
64,5.212767
65,4.311266
66,3.408157
67,2.606333
68,1.70352
69,0.801665
70,0.501115
71,0.000226
72,0.000256
73,0.000252
74,0.000253
75,0.000251
76,0.000253
77,0.000249
78,0.000255
79,0.000247
80,0.000258
81,0.000249
82,0.000254
83,0.000259
84,0.000248
85,0.000258
86,0.000249
87,0.000252
88,0.000256
89,0.000255
90,0.000275
