request_num,ttft,tpot,itl
1,0.06646442413330078,0.031092162132263183,0.031756806373596194
2,0.0337224006652832,0.035425362586975095,0.03576258659362793
3,0.0319666862487793,0.03570720911026001,0.036026875972747806
4,0.03718400001525879,0.03678376913070679,0.03715560913085938
5,0.03900313377380371,0.03147392749786377,0.03186395883560181
6,0.07610726356506348,0.0349251389503479,0.03568621158599854
7,0.03174948692321777,0.035793514251708985,0.03611100912094116
8,0.040972232818603516,0.040448780059814456,0.04085850238800049
9,0.03851795196533203,0.034976167678833006,0.035361347198486326
10,0.04225516319274902,0.03551333427429199,0.03593588590621948
