timestamp,memory_used_mb_cpu,memory_total_mb_cpu,utilization_pct_cpu
3.6122467517852783,5926,191893,3.0881793499502326
4.047041893005371,5972,191893,3.112151042508064
4.1455302238464355,6029,191893,3.141855096329725
4.245733261108398,6079,191893,3.167911283892586
4.3049561977386475,6137,191893,3.198136461465504
4.404897689819336,6179,191893,3.220023659018307
4.464033365249634,6234,191893,3.248685465337454
4.545416593551636,6275,191893,3.2700515391389997
4.6274378299713135,6329,191893,3.2981922217068886
4.728538274765015,6380,191893,3.3247695330210068
4.787995338439941,6430,191893,3.350825720583867
4.8685479164123535,6462,191893,3.367501680624098
4.944931507110596,6535,191893,3.4055437144658742
5.045074939727783,6585,191893,3.4315999020287347
5.127806663513184,6631,191893,3.4555715945865666
5.205344200134277,6687,191893,3.4847545246569704
5.284595727920532,6725,191893,3.5045572272047445
5.350049257278442,6752,191893,3.5186275684886894
5.410050392150879,6798,191893,3.542599261046521
5.471949338912964,6837,191893,3.562923087345552
5.539100170135498,6870,191893,3.5801201711370396
5.6000378131866455,6918,191893,3.605134111197386
5.6912522315979,6983,191893,3.6390071550291045
5.799284219741821,7027,191893,3.661936600084422
5.879194021224976,7075,191893,3.6869505401447684
5.9592132568359375,7117,191893,3.7088377376975714
6.040188312530518,7158,191893,3.7302038114991163
6.108246564865112,7214,191893,3.7593867415695206
6.190816879272461,7276,191893,3.791696414147468
6.299419641494751,7327,191893,3.818273725461585
6.379275560379028,7375,191893,3.8432876655219315
6.460594415664673,7416,191893,3.864653739323477
6.545984745025635,7489,191893,3.9026957731652536
6.645420074462891,7539,191893,3.928751960728114
6.731291770935059,7570,191893,3.944906797017088
6.788634538650513,7625,191893,3.973568603336234
6.873746395111084,7670,191893,3.9970191721428088
6.953659296035767,7700,191893,4.012652884680525
7.008202314376831,7732,191893,4.029328844720756
7.068641185760498,7761,191893,4.044441433507215
7.126178741455078,7793,191893,4.061117393547446
7.181720018386841,7849,191893,4.090300323617849
7.277015686035156,7885,191893,4.109060778663109
7.3361780643463135,7916,191893,4.125215614952083
7.392843246459961,7959,191893,4.147623936256143
7.4750237464904785,7993,191893,4.165342143798887
7.533403396606445,8036,191893,4.1877504651029485
7.591776371002197,8092,191893,4.216933395173352
7.6752610206604,8125,191893,4.23413047896484
7.733862400054932,8162,191893,4.253412057761357
7.793861389160156,8206,191893,4.276341502816674
7.8697898387908936,8247,191893,4.29770757661822
7.939608335494995,8283,191893,4.316468031663479
7.998979806900024,8311,191893,4.331059496698681
8.058976888656616,8356,191893,4.354510065505256
8.129668474197388,8395,191893,4.374833891804287
