request_num,ttft,tpot,itl
1,0.2501349449157715,0.012041588904152453,0.013803102600742394
2,0.15716099739074707,0.012632529680119004,0.01336351106333178
3,0.03616213798522949,0.013716994884402253,0.013885190875031227
4,0.04690957069396973,0.027192534956821175,0.027410719006560568
5,0.09136652946472168,0.03011929157168366,0.030544252173845158
6,0.07711601257324219,0.03291063641392907,0.033269315542176714
7,0.08153176307678223,0.03308096819145735,0.033460185694140054
8,0.04269266128540039,0.03282038777373558,0.03301895829134209
9,0.08121418952941895,0.03381035605142283,0.034188096467838734
10,0.027684450149536133,0.03318164625833201,0.03331041114274846
11,0.0390467643737793,0.03330681823020758,0.03348843108776004
12,0.057604074478149414,0.03365915764209836,0.033927083569903704
13,0.06408143043518066,0.032336053182912425,0.03263410634772722
14,0.03208661079406738,0.013561071351517079,0.013710311401722044
15,0.03363394737243652,0.013306317218514377,0.013462754183037336
16,0.0339202880859375,0.013291995469913926,0.013449764251708985
17,0.035423994064331055,0.012614740265740288,0.014582739935980903
18,0.24292421340942383,0.013251258051672647,0.01438113811404206
19,0.05141806602478027,0.013213494766590207,0.013452648562054302
20,0.18156671524047852,0.013342445950175441,0.014186942300131155
21,0.12077474594116211,0.013339722410161445,0.014196280892013658
22,0.04705381393432617,0.01341131232505621,0.013630167273587958
23,0.0196533203125,0.01334758248440055,0.013438993276551712
24,0.09181785583496094,0.013348624462217797,0.014071599705012764
25,0.04552602767944336,0.013544427516848543,0.013756176482799441
26,0.03984546661376953,0.013362079442933548,0.013547407194625499
27,0.026388883590698242,0.01343317475429801,0.013555913747743118
28,0.02450108528137207,0.013394499933996867,0.013508458470189295
29,0.04563570022583008,0.013397681435873342,0.013609940506691157
30,0.07120084762573242,0.013458218685416289,0.01378938541855923
31,0.03366279602050781,0.013398353443589322,0.013554924587870753
32,0.03498482704162598,0.013470981287401776,0.01363370141317678
33,0.08019495010375977,0.01339690740718398,0.013769907175108443
34,0.01958918571472168,0.013021310170491537,0.013954128537859236
35,0.03248953819274902,0.013446010545242665,0.01359712467637173
36,0.024899721145629883,0.013477694711019826,0.013593507367511129
37,0.0441741943359375,0.013467932856360148,0.013673394225364508
38,0.052071332931518555,0.01335389447766681,0.01359608672385992
39,0.02837991714477539,0.013398149401642556,0.013530149016269418
40,0.1230313777923584,0.013439655303955078,0.014011894270431164
41,0.029193878173828125,0.013285334045822555,0.013548341957298485
42,0.0336458683013916,0.013460215856862622,0.013616708267566769
43,0.029338359832763672,0.013415244630145543,0.013564170314575815
44,0.05290865898132324,0.013393800203190294,0.013639886989149936
45,0.029810190200805664,0.01345231810281443,0.013590970150260038
46,0.034587860107421875,0.013465997784636741,0.013626871552578239
47,0.02929854393005371,0.01354585470155228,0.013682126998901367
48,0.019043922424316406,0.013542573396549669,0.013631149779918581
49,0.033086538314819336,0.013558087238045627,0.013711978113928507
50,0.03361058235168457,0.013557637015054393,0.013713965305062227
