request_num,ttft,tpot,itl
1,0.044397592544555664,0.014268571680242365,0.014537647998694218
2,0.1192328929901123,0.07441076123437217,0.074965332829675
3,0.20299911499023438,0.1048616974852806,0.10580587941546772
4,0.027236461639404297,0.10367066582968068,0.10379734704660815
5,0.2519190311431885,0.10921312376510266,0.11038484018902446
6,0.20633268356323242,0.11689901684605798,0.11785870374635209
7,0.22227239608764648,0.11472916381303654,0.11576298891111862
8,0.03312087059020996,0.12190104861592138,0.12205509917680607
9,0.23753619194030762,0.1130313518435456,0.11413617134094238
10,0.10577630996704102,0.1231806666352028,0.12367264947225881
11,0.17864179611206055,0.12162863154743993,0.12245952362237975
12,0.18918752670288086,0.12197366204372673,0.12285360402839128
13,0.18644142150878906,0.12259832537451455,0.12346549477688101
14,0.17194700241088867,0.1172506798145383,0.11805043331412382
15,0.18752837181091309,0.12039848593778388,0.12127071092295093
16,0.22149109840393066,0.12401968822922818,0.1250498793845953
17,0.2261667251586914,0.11851697876339867,0.12928682281857445
18,0.4079303741455078,0.1133118097172227,0.11520916029464366
19,0.03079390525817871,0.020807507980701537,0.020950735447018646
20,0.08478832244873047,0.014185265607612078,0.01457962989807129
21,0.05579042434692383,0.014144054535896547,0.014503992757489604
22,0.03362417221069336,0.014161896151165629,0.014318287649820018
23,0.019922256469726562,0.014159660561140194,0.014252322219138922
24,0.04767251014709473,0.014192034477411315,0.014413767082746639
25,0.0308382511138916,0.014290459211482557,0.014433892937593682
26,0.031219482421875,0.014215426112330237,0.014360633007315703
27,0.021434783935546875,0.014218269392501476,0.014317966061969136
28,0.021014928817749023,0.014117168825726176,0.014214912680692452
29,0.031673431396484375,0.01412254488745401,0.014269863173019055
30,0.0381617546081543,0.014131300948386969,0.014308797481448152
31,0.027776241302490234,0.014152805195298306,0.014281997015309888
32,0.027441024780273438,0.014153652412946834,0.014281285086343454
33,0.04256844520568848,0.014010706368614645,0.014323709642185885
34,0.01989006996154785,0.014146945642870525,0.01423945759618005
35,0.024051189422607422,0.014277712134427802,0.014389578131742256
36,0.02378106117248535,0.014204280963842419,0.01437660749407782
37,0.035137176513671875,0.01425929623980855,0.014422724967779115
38,0.03254055976867676,0.014262697308562522,0.014414048749347066
39,0.02183699607849121,0.01424186063367267,0.014343428057293559
40,0.057811737060546875,0.014142998983693677,0.014411890783975291
41,0.021746397018432617,0.014178337052811024,0.014279483085454896
42,0.027899503707885742,0.01408657805864201,0.014216343192167061
43,0.021690845489501953,0.014112106589383857,0.014212994242823402
44,0.033565521240234375,0.014161103270774664,0.014317221974217614
45,0.023826122283935547,0.014109472895777502,0.014220292069191157
46,0.027411937713623047,0.014151647479035134,0.01427914486374966
47,0.022851943969726562,0.014153351894644804,0.014259640006131905
48,0.017876625061035156,0.014072164269380792,0.014155311362687932
49,0.023238658905029297,0.014092732584753702,0.014200819370358489
50,0.026303768157958984,0.014104706742042719,0.014227049849754156
