timestamp,memory_used_mb_cpu,memory_total_mb_cpu,utilization_pct_cpu
2.1471877098083496,6113,191893,3.1856294914353307
2.3041374683380127,5980,191893,3.116320032518122
2.4005534648895264,5347,191893,2.7864486979723075
2.5199246406555176,5442,191893,2.8359554543417422
2.671381950378418,5493,191893,2.8625327656558603
2.7859256267547607,5520,191893,2.8766031069398053
2.873304605484009,5553,191893,2.893800190731293
2.954561710357666,5582,191893,2.908912779517752
3.0418951511383057,5643,191893,2.940701328344442
3.149076223373413,5677,191893,2.958419535887187
3.271221876144409,5705,191893,2.973011000922389
3.3373677730560303,5732,191893,2.987081342206334
3.418621778488159,5764,191893,3.0037573022465645
3.513320207595825,5795,191893,3.0199121385355383
3.60215163230896,5818,191893,3.031897984814454
3.668243885040283,5848,191893,3.0475316973521704
3.7536520957946777,5938,191893,3.0944328349653194
3.833216905593872,5930,191893,3.0902638449552615
3.92875599861145,5973,191893,3.1126721662593217
4.001403331756592,6041,191893,3.148108581344812
4.095172882080078,6102,191893,3.1798971301715016
4.1799280643463135,6131,191893,3.1950097189579614
4.22375226020813,6176,191893,3.218460287764535
4.291633605957031,6207,191893,3.234615124053509
4.392964124679565,6296,191893,3.280995137915401
4.468652248382568,6369,191893,3.3190371717571767
4.618644952774048,6421,191893,3.346135606822552
4.675346612930298,6445,191893,3.3586425768527253
4.7333385944366455,6472,191893,3.37271291813667
4.79011344909668,6492,191893,3.383135393161814
4.845704555511475,6509,191893,3.3919944969331866
4.903418064117432,6530,191893,3.402938095709588
4.960228681564331,6556,191893,3.4164873132422757
5.018895626068115,6578,191893,3.4279520357699345
5.076341152191162,6612,191893,3.4456702433126796
5.133935213088989,6684,191893,3.4831911534031987
5.1894237995147705,6651,191893,3.465994069611711
5.274624824523926,6672,191893,3.4769376683881124
5.330608129501343,6699,191893,3.4910080096720564
5.388019800186157,6717,191893,3.500388237194687
5.444533824920654,6748,191893,3.51654307348366
5.526941299438477,6768,191893,3.5269655485088043
5.582448720932007,6791,191893,3.5389513947877207
5.640016794204712,6829,191893,3.558754097335494
5.737510681152344,6900,191893,3.5957538836747562
5.832775831222534,6915,191893,3.6035707399436143
5.951387166976929,6933,191893,3.612950967466244
6.007340431213379,6971,191893,3.632753670014018
6.11379075050354,6992,191893,3.6436972687904197
6.1700499057769775,7026,191893,3.661415476333165
6.268327713012695,7055,191893,3.676528065119624
6.34619927406311,7077,191893,3.6879927876472824
6.422058820724487,7120,191893,3.7104011089513422
6.499317407608032,7190,191893,3.7468797715393474
6.558362007141113,7161,191893,3.7317671827528884
6.6358020305633545,7182,191893,3.7427107815292895
6.708534002304077,7211,191893,3.7578233703157484
6.783452987670898,7231,191893,3.768245845340893
6.840299129486084,7259,191893,3.782837310376095
6.915475845336914,7280,191893,3.7937809091524963
6.973633766174316,7307,191893,3.8078512504364412
7.03096079826355,7328,191893,3.8187948492128427
7.08893084526062,7361,191893,3.8359919330043306
7.146011590957642,7393,191893,3.8526678930445613
7.285531044006348,7423,191893,3.868301605582278
7.362023830413818,7442,191893,3.8782029568561645
7.4199066162109375,7462,191893,3.8886254318813087
7.477757215499878,7481,191893,3.8985267831551957
7.535388469696045,7511,191893,3.9141604956929124
7.613722324371338,7537,191893,3.9277097132255996
7.691517114639282,7557,191893,3.938132188250744
7.75018835067749,7637,191893,3.979822088351321
7.84540057182312,7624,191893,3.973047479584977
7.949320316314697,7645,191893,3.9839910783613783
8.006511211395264,7665,191893,3.994413553386523
8.064234495162964,7692,191893,4.0084838946704675
8.14233946800232,7712,191893,4.018906369695611
8.200126647949219,7739,191893,4.032976710979557
8.276035070419312,7759,191893,4.0433991860047005
8.333608627319336,7780,191893,4.054342784781102
8.389792442321777,7814,191893,4.072060992323847
8.466073036193848,7887,191893,4.110103026165623
8.523199081420898,7859,191893,4.095511561130421
8.605091333389282,7881,191893,4.10697628365808
8.662723302841187,7920,191893,4.127300109957111
8.75960373878479,7948,191893,4.1418915749923135
8.838016748428345,7976,191893,4.156483040027515
8.91746711730957,8008,191893,4.173159000067747
9.012179613113403,8031,191893,4.185144846346662
9.0686674118042,8063,191893,4.201820806386893
9.125056028366089,8126,191893,4.234651602716097
9.185048580169678,8091,191893,4.216412271422095
9.264647006988525,8124,191893,4.2336093552135825
9.342360019683838,8145,191893,4.2445529539899844
9.398160457611084,8168,191893,4.2565388002689
9.4566011428833,8189,191893,4.267482399045301
9.513511896133423,8218,191893,4.28259498783176
9.5935378074646,8247,191893,4.29770757661822
9.67384934425354,8276,191893,4.312820165404679
9.753683805465698,8335,191893,4.343566466728854
9.811680793762207,8341,191893,4.346693209236397
9.926420450210571,8363,191893,4.358157931764056
9.983083248138428,8383,191893,4.3685804067892
10.04181981086731,8418,191893,4.386819738083203
10.1358060836792,8446,191893,4.401411203118404
