timestamp,memory_used_mb,memory_total_mb,utilization_pct
0.9255378246307373,166,24576,0.6754557291666667
0.9923374652862549,166,24576,0.6754557291666667
1.032684326171875,166,24576,0.6754557291666667
1.0841460227966309,166,24576,0.6754557291666667
1.1403911113739014,166,24576,0.6754557291666667
1.1964452266693115,166,24576,0.6754557291666667
1.2590250968933105,166,24576,0.6754557291666667
1.3366751670837402,166,24576,0.6754557291666667
1.4184069633483887,166,24576,0.6754557291666667
1.51808500289917,166,24576,0.6754557291666667
1.6261992454528809,166,24576,0.6754557291666667
1.7039127349853516,166,24576,0.6754557291666667
1.7715084552764893,166,24576,0.6754557291666667
1.8670942783355713,166,24576,0.6754557291666667
1.9596073627471924,166,24576,0.6754557291666667
2.0436079502105713,166,24576,0.6754557291666667
2.130514144897461,166,24576,0.6754557291666667
2.215029716491699,166,24576,0.6754557291666667
2.324838638305664,166,24576,0.6754557291666667
2.426574468612671,166,24576,0.6754557291666667
2.5008487701416016,166,24576,0.6754557291666667
2.5613205432891846,166,24576,0.6754557291666667
2.672664165496826,166,24576,0.6754557291666667
2.753828287124634,166,24576,0.6754557291666667
2.8360981941223145,166,24576,0.6754557291666667
2.9251410961151123,166,24576,0.6754557291666667
3.043492555618286,166,24576,0.6754557291666667
3.202907085418701,166,24576,0.6754557291666667
3.326645851135254,166,24576,0.6754557291666667
3.4082813262939453,166,24576,0.6754557291666667
3.5134012699127197,166,24576,0.6754557291666667
3.579399347305298,166,24576,0.6754557291666667
3.66343355178833,166,24576,0.6754557291666667
3.734257221221924,166,24576,0.6754557291666667
3.8360795974731445,166,24576,0.6754557291666667
3.93125319480896,166,24576,0.6754557291666667
4.054739952087402,166,24576,0.6754557291666667
4.116594552993774,166,24576,0.6754557291666667
4.197159051895142,166,24576,0.6754557291666667
4.295898914337158,166,24576,0.6754557291666667
4.389681577682495,166,24576,0.6754557291666667
4.446804046630859,166,24576,0.6754557291666667
4.512323379516602,166,24576,0.6754557291666667
4.602771520614624,166,24576,0.6754557291666667
4.720253229141235,166,24576,0.6754557291666667
4.823225021362305,176,24576,0.7161458333333333
4.93007755279541,176,24576,0.7161458333333333
4.999014377593994,328,24576,1.3346354166666665
5.074264764785767,328,24576,1.3346354166666665
5.1318535804748535,762,24576,3.1005859375
5.191616773605347,762,24576,3.1005859375
5.2470409870147705,762,24576,3.1005859375
5.289915561676025,762,24576,3.1005859375
5.402285814285278,762,24576,3.1005859375
5.4586405754089355,762,24576,3.1005859375
5.515350103378296,762,24576,3.1005859375
5.6166346073150635,762,24576,3.1005859375
5.675804853439331,762,24576,3.1005859375
5.734463453292847,762,24576,3.1005859375
5.793399333953857,762,24576,3.1005859375
5.8719213008880615,762,24576,3.1005859375
5.952342510223389,762,24576,3.1005859375
6.06149959564209,762,24576,3.1005859375
6.138094425201416,762,24576,3.1005859375
6.211904287338257,762,24576,3.1005859375
6.270166635513306,762,24576,3.1005859375
6.328447341918945,762,24576,3.1005859375
6.384685754776001,762,24576,3.1005859375
6.4421467781066895,762,24576,3.1005859375
6.520931243896484,762,24576,3.1005859375
6.597898721694946,762,24576,3.1005859375
6.6566057205200195,762,24576,3.1005859375
6.740896940231323,762,24576,3.1005859375
6.796877384185791,762,24576,3.1005859375
6.8748533725738525,762,24576,3.1005859375
6.9744837284088135,762,24576,3.1005859375
7.032377004623413,762,24576,3.1005859375
7.090552568435669,762,24576,3.1005859375
7.166900873184204,762,24576,3.1005859375
7.223938941955566,762,24576,3.1005859375
7.280909061431885,762,24576,3.1005859375
7.338010311126709,762,24576,3.1005859375
7.437554359436035,762,24576,3.1005859375
7.511784791946411,762,24576,3.1005859375
7.609971046447754,782,24576,3.1819661458333335
7.7045557498931885,782,24576,3.1819661458333335
7.762686729431152,836,24576,3.4016927083333335
7.856814861297607,836,24576,3.4016927083333335
7.935736417770386,836,24576,3.4016927083333335
7.994118690490723,836,24576,3.4016927083333335
8.053094863891602,864,24576,3.515625
8.137082815170288,864,24576,3.515625
8.214845657348633,884,24576,3.5970052083333335
8.288746356964111,904,24576,3.6783854166666665
8.364937782287598,904,24576,3.6783854166666665
8.422374486923218,924,24576,3.759765625
8.480477809906006,942,24576,3.8330078125
8.537452220916748,942,24576,3.8330078125
8.614257335662842,960,24576,3.90625
8.690655708312988,978,24576,3.9794921875
8.821998596191406,996,24576,4.052734375
8.878201723098755,996,24576,4.052734375
8.934804201126099,1038,24576,4.2236328125
8.99195909500122,1038,24576,4.2236328125
9.049528121948242,1038,24576,4.2236328125
9.106251955032349,1038,24576,4.2236328125
9.163941144943237,1066,24576,4.337565104166666
9.219097137451172,1066,24576,4.337565104166666
9.276743173599243,1086,24576,4.4189453125
9.354650735855103,1106,24576,4.500325520833334
9.474241733551025,1106,24576,4.500325520833334
9.530661582946777,1126,24576,4.581705729166666
9.58723759651184,1144,24576,4.654947916666666
9.64264988899231,1144,24576,4.654947916666666
9.718549728393555,1162,24576,4.728190104166666
9.800298690795898,1180,24576,4.801432291666666
9.857437133789062,1180,24576,4.801432291666666
9.932599544525146,1198,24576,4.874674479166666
10.010486125946045,1240,24576,5.045572916666666
10.154505729675293,1240,24576,5.045572916666666
10.20989465713501,1268,24576,5.159505208333334
10.284792184829712,1268,24576,5.159505208333334
10.36062240600586,1268,24576,5.159505208333334
10.417556285858154,1288,24576,5.240885416666666
10.49367356300354,1308,24576,5.322265625
10.588577270507812,1328,24576,5.403645833333334
10.666001558303833,1346,24576,5.476888020833334
10.8032705783844,1346,24576,5.476888020833334
10.861470937728882,1364,24576,5.550130208333334
10.938578605651855,1364,24576,5.550130208333334
10.994391441345215,1382,24576,5.623372395833334
11.069529056549072,1400,24576,5.696614583333334
11.144399166107178,1442,24576,5.867513020833334
11.222465515136719,1442,24576,5.867513020833334
11.280766010284424,1442,24576,5.867513020833334
11.357444286346436,1470,24576,5.9814453125
11.478520154953003,1470,24576,5.9814453125
11.536606073379517,1470,24576,5.9814453125
11.614240884780884,1490,24576,6.062825520833334
11.67092776298523,1490,24576,6.062825520833334
11.729150772094727,1510,24576,6.144205729166666
11.806357383728027,1530,24576,6.2255859375
11.901216268539429,1548,24576,6.298828125
11.959836483001709,1566,24576,6.3720703125
12.058533191680908,1566,24576,6.3720703125
12.148520708084106,1584,24576,6.4453125
12.224647760391235,1602,24576,6.5185546875
12.282599687576294,1602,24576,6.5185546875
12.33990216255188,1644,24576,6.689453125
12.396941900253296,1644,24576,6.689453125
12.455878019332886,1644,24576,6.689453125
12.513919830322266,1672,24576,6.803385416666667
12.608748435974121,1672,24576,6.803385416666667
12.68811297416687,1672,24576,6.803385416666667
12.747532606124878,1692,24576,6.884765625
12.852384328842163,1692,24576,6.884765625
12.89492392539978,1712,24576,6.966145833333333
12.950298070907593,1712,24576,6.966145833333333
13.02979826927185,1732,24576,7.047526041666667
13.08674144744873,1750,24576,7.120768229166667
13.140415668487549,1750,24576,7.120768229166667
13.218541383743286,1768,24576,7.194010416666667
13.2939772605896,1786,24576,7.267252604166667
13.371540546417236,1786,24576,7.267252604166667
13.418293237686157,1804,24576,7.340494791666667
13.512471675872803,1846,24576,7.511393229166667
13.590981245040894,1846,24576,7.511393229166667
13.664917707443237,1846,24576,7.511393229166667
13.72157621383667,1874,24576,7.625325520833333
13.796754360198975,1874,24576,7.625325520833333
13.855072021484375,1874,24576,7.625325520833333
13.912657737731934,1894,24576,7.706705729166667
13.989055633544922,1894,24576,7.706705729166667
14.045897483825684,1934,24576,7.869466145833333
14.184126377105713,1934,24576,7.869466145833333
14.240601778030396,1952,24576,7.942708333333333
14.296871900558472,1970,24576,8.015950520833332
14.35463833808899,1970,24576,8.015950520833332
14.4504554271698,1988,24576,8.089192708333332
14.53093147277832,2006,24576,8.162434895833332
14.5880606174469,2006,24576,8.162434895833332
14.646806716918945,2048,24576,8.333333333333332
14.743558406829834,2048,24576,8.333333333333332
14.856570959091187,2076,24576,8.447265625
14.91427755355835,2076,24576,8.447265625
15.008164644241333,2096,24576,8.528645833333332
15.088029146194458,2096,24576,8.528645833333332
15.186935901641846,2116,24576,8.610026041666668
15.245293617248535,2136,24576,8.69140625
15.323371887207031,2154,24576,8.7646484375
15.422919750213623,2172,24576,8.837890625
15.517177104949951,2172,24576,8.837890625
15.592561721801758,2190,24576,8.9111328125
15.670379638671875,2208,24576,8.984375
15.750201940536499,2250,24576,9.1552734375
15.828727006912231,2250,24576,9.1552734375
15.88719916343689,2250,24576,9.1552734375
15.946140766143799,2250,24576,9.1552734375
16.004170894622803,2278,24576,9.269205729166668
16.062289476394653,2278,24576,9.269205729166668
16.203086614608765,2298,24576,9.3505859375
16.26136040687561,2298,24576,9.3505859375
16.339001417160034,2318,24576,9.431966145833332
16.39901566505432,2338,24576,9.513346354166668
16.478620052337646,2356,24576,9.586588541666668
16.553151607513428,2356,24576,9.586588541666668
16.63057589530945,2374,24576,9.659830729166668
16.688838481903076,2392,24576,9.733072916666668
16.791243314743042,2410,24576,9.806315104166668
16.902223348617554,2410,24576,9.806315104166668
16.957592964172363,2452,24576,9.977213541666668
17.01539134979248,2452,24576,9.977213541666668
17.094253540039062,2452,24576,9.977213541666668
17.168208837509155,2480,24576,10.091145833333332
17.26439118385315,2480,24576,10.091145833333332
17.321182250976562,2490,24576,10.1318359375
17.402774333953857,2510,24576,10.213216145833332
17.47436237335205,2682,24576,10.9130859375
17.595187664031982,2702,24576,10.994466145833332
17.651878118515015,2720,24576,11.067708333333332
17.70889449119568,2720,24576,11.067708333333332
17.80898380279541,2738,24576,11.140950520833332
17.865021467208862,2738,24576,11.140950520833332
17.94398784637451,2756,24576,11.214192708333332
18.003041982650757,2756,24576,11.214192708333332
18.078368186950684,2774,24576,11.287434895833332
18.156200647354126,2816,24576,11.458333333333332
18.268560886383057,2816,24576,11.458333333333332
18.32608962059021,2816,24576,11.458333333333332
18.38186812400818,2816,24576,11.458333333333332
18.477570056915283,2816,24576,11.458333333333332
18.53491973876953,2844,24576,11.572265625
18.593390941619873,2844,24576,11.572265625
18.675918340682983,2844,24576,11.572265625
18.734367609024048,2846,24576,11.580403645833332
18.81524896621704,2866,24576,11.661783854166668
18.8964421749115,2886,24576,11.7431640625
18.998348474502563,2886,24576,11.7431640625
19.05628538131714,2906,24576,11.824544270833332
19.13450837135315,2924,24576,11.897786458333332
19.23270034790039,2924,24576,11.897786458333332
19.317037105560303,2942,24576,11.971028645833332
19.39708948135376,2942,24576,11.971028645833332
19.477286338806152,2960,24576,12.044270833333332
19.555994033813477,2978,24576,12.117513020833332
19.660635471343994,2978,24576,12.117513020833332
19.71853017807007,2978,24576,12.117513020833332
19.774917125701904,3020,24576,12.288411458333332
19.831844806671143,3020,24576,12.288411458333332
19.89084529876709,3020,24576,12.288411458333332
19.95053791999817,3020,24576,12.288411458333332
20.032175064086914,3020,24576,12.288411458333332
20.09230637550354,3048,24576,12.40234375
20.1943519115448,3048,24576,12.40234375
20.255561351776123,3048,24576,12.40234375
20.342921257019043,3068,24576,12.483723958333332
20.445172786712646,3088,24576,12.565104166666666
20.527806282043457,3088,24576,12.565104166666666
20.60628032684326,3108,24576,12.646484375
20.68358278274536,3126,24576,12.7197265625
20.741971731185913,3126,24576,12.7197265625
20.801002979278564,3144,24576,12.79296875
20.880003213882446,3162,24576,12.8662109375
21.019338130950928,3162,24576,12.8662109375
21.075403451919556,3180,24576,12.939453125
21.15389132499695,3180,24576,12.939453125
21.25038456916809,3222,24576,13.1103515625
21.30906081199646,3222,24576,13.1103515625
21.388148546218872,3222,24576,13.1103515625
21.490755319595337,3222,24576,13.1103515625
21.547802686691284,3250,24576,13.224283854166666
21.630585432052612,3250,24576,13.224283854166666
21.731715202331543,3250,24576,13.224283854166666
21.832804918289185,3270,24576,13.3056640625
21.8907630443573,3270,24576,13.3056640625
21.966917753219604,3290,24576,13.387044270833334
22.02617120742798,3290,24576,13.387044270833334
22.110568284988403,3310,24576,13.468424479166666
22.170074939727783,3328,24576,13.541666666666666
22.25243067741394,3346,24576,13.614908854166666
22.393940687179565,3346,24576,13.614908854166666
22.48962426185608,3364,24576,13.688151041666666
22.544873237609863,3364,24576,13.688151041666666
22.60388159751892,3382,24576,13.761393229166666
22.704856872558594,3382,24576,13.761393229166666
22.785545587539673,3424,24576,13.932291666666666
22.86432456970215,3424,24576,13.932291666666666
22.944770574569702,3424,24576,13.932291666666666
23.004042863845825,3424,24576,13.932291666666666
23.082554817199707,3452,24576,14.046223958333334
23.157959938049316,3452,24576,14.046223958333334
23.21424126625061,3452,24576,14.046223958333334
23.309082508087158,3472,24576,14.127604166666666
23.38723611831665,3472,24576,14.127604166666666
23.46730661392212,3492,24576,14.208984375
23.54671001434326,3492,24576,14.208984375
23.605104207992554,3512,24576,14.290364583333334
23.748695135116577,3530,24576,14.363606770833334
23.805195093154907,3548,24576,14.436848958333334
23.905505895614624,3548,24576,14.436848958333334
23.982672214508057,3566,24576,14.510091145833334
