request_num,ttft,tpot,itl
1,0.04356026649475098,0.0159140225612756,0.0161780241763953
2,0.08855175971984863,0.033793765445088234,0.03420563409494799
3,0.0608065128326416,0.039525374700856764,0.039808195690776024
4,0.05443716049194336,0.04125932094662688,0.04151251704193825
5,0.06963586807250977,0.04165081645167151,0.0419747042101483
6,0.06013798713684082,0.04027488952459291,0.04055460109267124
7,0.06682300567626953,0.03971166610717773,0.040022470784741776
8,0.04857921600341797,0.04358264457347781,0.043808594415354174
9,0.07733416557312012,0.039079006328139196,0.039438700121502544
10,0.04967093467712402,0.040485571706017784,0.0407165993091672
11,0.05258369445800781,0.040434328345365304,0.0406789036684258
12,0.05489516258239746,0.03979762653971827,0.04005295287731082
13,0.05024313926696777,0.04230723048365393,0.042540919503500293
14,0.047698259353637695,0.04273250047550645,0.04295435284459314
15,0.05353379249572754,0.0418085353319035,0.04205752971560456
16,0.06285500526428223,0.04036379525827807,0.040656144119972405
17,0.06218290328979492,0.04805544444492885,0.051016535077776225
18,0.3233795166015625,0.040854995195255726,0.04235908597014671
19,0.05620980262756348,0.04132655942162802,0.041588000364081806
20,0.19762110710144043,0.04253020730129508,0.04344937524130178
21,0.13054251670837402,0.04250746850044496,0.04334967828566028
22,0.07856059074401855,0.04184867725815884,0.042214075354642645
23,0.06644654273986816,0.04266913990641749,0.04297819359357967
24,0.11232447624206543,0.04148017084875772,0.042002610273139424
25,0.07121634483337402,0.04086584712183753,0.04119708593501601
26,0.07222294807434082,0.04140643297239791,0.041742353661115776
27,0.052890777587890625,0.04036884529646053,0.04061484891314839
28,0.05109691619873047,0.04300260765607967,0.0432402677314226
29,0.07037186622619629,0.042844873250916946,0.043172184256620186
30,0.08913421630859375,0.041841541334640145,0.042256119084912676
31,0.06655573844909668,0.04138859926268112,0.041698160836862966
32,0.06489205360412598,0.042655818406925644,0.04295764191206111
33,0.13268637657165527,0.041269837056889254,0.04224547217873966
34,0.04949784278869629,0.041867578861325284,0.04209780138592387
35,0.054314613342285156,0.03986478295437125,0.04011740906294002
36,0.05096101760864258,0.04144006708393926,0.04180934982023377
37,0.06969738006591797,0.04099807517473088,0.04132224903550259
38,0.08212423324584961,0.043472725846046625,0.043854699023934296
39,0.049958229064941406,0.042379072100617164,0.04261143595673317
40,0.13702726364135742,0.04289775892745617,0.04353509503741597
41,0.04869389533996582,0.042869943796202195,0.04309642703034157
42,0.06660652160644531,0.04336591654045637,0.043675714315370075
43,0.05379438400268555,0.04287845700286155,0.04312866344008335
44,0.0806419849395752,0.04289537141489428,0.043270450414613235
45,0.0623621940612793,0.04287265622338583,0.04316271293994992
46,0.06444144248962402,0.04129746348358864,0.041597191123075264
47,0.05333971977233887,0.04178400594134663,0.04203209766121798
48,0.045412302017211914,0.042373091675514396,0.04258431168489678
49,0.05402493476867676,0.04223694468653479,0.04248822345290073
50,0.05691170692443848,0.042838002360144324,0.043102707973746365
